"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
"FDB17",13.15,"1",0.061381589,"6",179.9976,"OUT010",1998,"1","3","1",181.0976,"Food",19
"FDN44",13.15,"1",0.022795611,"7",160.192,"OUT046",1997,"3","1","2",1597.92,"Food",20
"FDE45",12.1,"1",0.040323731,"7",180.0002,"OUT013",1987,"1","3","2",4656.6052,"Food",30
"FDG47",12.8,"1",0.070012633,"16",262.8252,"OUT017",2007,"3","2","2",2885.5772,"Food",10
"NCP02",7.105,"1",0.044591774,"10",59.6562,"OUT027",1985,"2","3","4",2192.4794,"Non Consumable",32
"FDW02",4.805,"2",0.037699423,"5",125.5704,"OUT046",1997,"3","1","2",3880.2824,"Food",20
"NCM53",18.75,"1",0.052040915,"9",105.728,"OUT046",1997,"3","1","2",2024.032,"Non Consumable",20
"FDD47",7.6,"2",0.142292265,"16",171.3448,"OUT013",1987,"1","3","2",3238.4512,"Food",30
"FDE28",9.5,"2",0.132521929,"6",228.6668,"OUT035",2004,"3","2","2",4146.6024,"Food",13
"FDV12",16.7,"2",0.061122656,"1",100.0384,"OUT018",2009,"2","3","3",2463.46,"Food",8
"FDE36",5.26,"2",0.041942549,"1",165.4868,"OUT018",2009,"2","3","3",2293.0152,"Food",8
"FDU45",15.6,"2",0.035506142,"14",112.4518,"OUT046",1997,"3","1","2",3301.7022,"Food",20
"FDP28",13.65,"2",0.080573371,"6",260.1936,"OUT013",1987,"1","3","2",3914.904,"Food",30
"FDH33",12.85,"1",0.121972274,"14",43.1428,"OUT045",2002,"3","2","2",703.0848,"Food",15
"FDO44",12.6,"1",0.087436672,"7",109.9228,"OUT035",2004,"3","2","2",663.1368,"Food",13
"FDR07",21.35,"1",0.136119549,"7",94.1094,"OUT019",1985,"3","1","1",190.4188,"Food",32
"FDJ45",17.75,"1",0.073396761,"13",35.1216,"OUT035",2004,"3","2","2",830.9184,"Food",13
"FDS59",14.8,"2",0.073468631,"2",110.857,"OUT010",1998,"1","3","1",329.571,"Food",19
"FDU34",18.25,"1",0.075132353,"14",125.9046,"OUT013",1987,"1","3","2",2365.5874,"Food",30
"NCL06",14.65,"1",0.120624771,"10",261.7594,"OUT010",1998,"1","3","1",523.3188,"Non Consumable",19
"FDR37",16.5,"2",0.110888167,"3",181.6292,"OUT010",1998,"1","3","1",1094.5752,"Food",19
"NCM53",18.75,"1",0.052252908,"9",105.728,"OUT018",2009,"2","3","3",1704.448,"Non Consumable",8
"DRG25",10.5,"1",0.019046089,"15",188.424,"OUT035",2004,"3","2","2",2237.088,"Drinks",13
"DRE25",15.35,"1",0.073397129,"15",91.912,"OUT049",1999,"2","1","2",2609.936,"Drinks",18
"FDZ45",14.1,"1",0.067011609,"14",197.1084,"OUT045",2002,"3","2","2",2182.4924,"Food",15
"NCV53",8.27,"1",0.031490111,"9",239.088,"OUT010",1998,"1","3","1",719.064,"Non Consumable",19
"FDR55",12.15,"2",0.132621594,"7",190.1872,"OUT018",2009,"2","3","3",3781.744,"Food",8
"FDS47",16.75,"1",0.0643032613957621,"2",87.6856,"OUT027",1985,"2","3","4",1845.5976,"Food",32
"DRG27",8.895,"1",0.105110692,"5",41.1138,"OUT046",1997,"3","1","2",690.4346,"Drinks",20
"FDA02",14,"2",0.02976887,"5",145.4786,"OUT049",1999,"2","1","2",1300.3074,"Food",18
"FDF45",18.2,"2",0.012229464,"7",56.8904,"OUT045",2002,"3","2","2",1406.1696,"Food",15
"FDZ58",17.85,"1",0.052176861,"14",122.8072,"OUT046",1997,"3","1","2",857.5504,"Food",20
"NCH30",17.1,"1",0.06725846,"10",115.186,"OUT049",1999,"2","1","2",2490.092,"Non Consumable",18
"FDN03",9.8,"2",0.025257508,"11",248.5408,"OUT010",1998,"1","3","1",751.0224,"Food",19
"FDH12",9.6,"1",0.085085743,"1",105.128,"OUT049",1999,"2","1","2",1065.28,"Food",18
"NCH54",13.5,"1",0.12163321,"10",161.692,"OUT010",1998,"1","3","1",159.792,"Non Consumable",19
"DRH01",17.5,"1",0.098102581,"15",172.9738,"OUT045",2002,"3","2","2",4344.345,"Drinks",15
"FDX01",10.1,"1",0.024047319,"4",115.515,"OUT027",1985,"2","3","4",1980.755,"Food",32
"FDD34",7.945,"1",0.01596609,"14",163.521,"OUT017",2007,"3","2","2",1794.331,"Food",10
"FDC53",8.68,"1",0.008792907,"6",96.7384,"OUT027",1985,"2","3","4",2956.152,"Food",32
"FDO28",5.765,"1",0.072238195,"6",120.0098,"OUT013",1987,"1","3","2",1687.1372,"Food",30
"DRJ51",14.1,"1",0.08849163,"5",231.1668,"OUT017",2007,"3","2","2",7602.1044,"Drinks",10
"FDD14",20.7,"1",0.170500183,"4",184.1266,"OUT018",2009,"2","3","3",1659.8394,"Food",8
"FDW35",10.6,"1",0.011134397,"2",42.8454,"OUT018",2009,"2","3","3",167.7816,"Food",8
"NCH18",9.3,"1",0.044730667,"10",245.1802,"OUT049",1999,"2","1","2",2456.802,"Non Consumable",18
"FDK20",12.6,"2",0.04179272,"7",122.0072,"OUT017",2007,"3","2","2",1347.5792,"Food",10
"FDY47",8.6,"2",0.054484461,"2",130.131,"OUT046",1997,"3","1","2",1557.972,"Food",20
"FDG32",19.85,"1",0.175849067,"7",222.0772,"OUT013",1987,"1","3","2",2001.3948,"Food",30
"FDC20",10.65,"1",0.024069113,"7",56.2272,"OUT018",2009,"2","3","3",559.272,"Food",8
"NCS29",9,"1",0.06953231,"9",266.5884,"OUT035",2004,"3","2","2",6624.71,"Non Consumable",13
"FDG53",10,"1",0.045848263,"6",138.518,"OUT035",2004,"3","2","2",2237.088,"Food",13
"FDV26",20.25,"2",0.076160451,"5",196.2794,"OUT046",1997,"3","1","2",2731.1116,"Food",20
"FDE40",15.6,"2",0.099704558,"5",63.1194,"OUT017",2007,"3","2","2",1300.3074,"Food",10
"FDM02",12.5,"2",0.073735058,"4",87.1198,"OUT046",1997,"3","1","2",1657.1762,"Food",20
"FDU11",4.785,"1",0.0931174,"2",118.6098,"OUT017",2007,"3","2","2",361.5294,"Food",10
"FDB51",6.92,"1",0.038446805,"5",63.5852,"OUT035",2004,"3","2","2",751.0224,"Food",13
"FDQ03",15,"2",0.078172471,"11",238.8248,"OUT045",2002,"3","2","2",3555.372,"Food",15
"DRK35",8.365,"1",0.071992202,"8",38.3506,"OUT045",2002,"3","2","2",986.7156,"Drinks",15
"FDZ32",7.785,"2",0.038210084,"7",103.8964,"OUT045",2002,"3","2","2",946.7676,"Food",15
"FDU38",10.8,"1",0.0824812,"5",191.6504,"OUT013",1987,"1","3","2",2492.7552,"Food",30
"DRM11",6.57,"1",0.066069578,"8",261.0278,"OUT046",1997,"3","1","2",4165.2448,"Drinks",20
"FDS36",8.38,"2",0.046848322,"1",110.557,"OUT013",1987,"1","3","2",3844.995,"Food",30
"FDO52",11.6,"2",0.077164595,"6",172.5106,"OUT046",1997,"3","1","2",2566.659,"Food",20
"FDA04",11.3,"2",0.066833743,"6",257.2962,"OUT049",1999,"2","1","2",2330.9658,"Food",18
"NCE31",7.67,"1",0.185596553,"10",35.7216,"OUT018",2009,"2","3","3",69.2432,"Non Consumable",8
"FDC33",8.96,"2",0.068925304,"7",196.9768,"OUT035",2004,"3","2","2",2759.0752,"Food",13
"FDS33",6.67,"2",0.12367891,"14",88.9514,"OUT045",2002,"3","2","2",885.514,"Food",15
"NCJ05",18.7,"1",0.046348967,"9",153.6682,"OUT017",2007,"3","2","2",1677.1502,"Non Consumable",10
"FDN51",17.85,"2",0.021065311,"11",261.5936,"OUT017",2007,"3","2","2",6002.8528,"Food",10
"FDZ10",17.85,"1",0.077849833,"14",127.202,"OUT019",1985,"3","1","1",506.008,"Food",32
"NCQ30",7.725,"1",0.029236727,"10",123.8414,"OUT017",2007,"3","2","2",1340.2554,"Non Consumable",10
"FDL09",19.6,"2",0.127929521,"14",167.4816,"OUT013",1987,"1","3","2",3691.1952,"Food",30
"FDU03",18.7,"2",0.091560606,"11",182.3292,"OUT035",2004,"3","2","2",3831.0132,"Food",13
"FDQ32",17.85,"2",0.081605462,"7",122.3388,"OUT019",1985,"3","1","1",371.5164,"Food",32
"FDI38",13.35,"2",0.014626901,"4",207.7638,"OUT046",1997,"3","1","2",3520.0846,"Food",20
"FDE36",5.26,"2",0.041837331,"1",161.8868,"OUT049",1999,"2","1","2",5077.3908,"Food",18
"FDY02",8.945,"2",0.088002959,"5",261.391,"OUT018",2009,"2","3","3",1840.937,"Food",8
"NCA17",20.6,"1",0.04551031,"9",149.6392,"OUT045",2002,"3","2","2",894.8352,"Non Consumable",15
"DRJ25",14.6,"1",0.150801606,"15",48.7692,"OUT049",1999,"2","1","2",1231.73,"Drinks",18
"FDI26",5.94,"1",0.03495749,"4",177.1344,"OUT045",2002,"3","2","2",2854.9504,"Food",15
"FDT50",6.75,"2",0.108458498,"5",96.9752,"OUT045",2002,"3","2","2",958.752,"Food",15
"FDR02",16.7,"1",0.022155562,"5",109.5886,"OUT018",2009,"2","3","3",1000.6974,"Food",8
"NCY05",13.5,"1",0.055301055,"9",34.6874,"OUT017",2007,"3","2","2",317.5866,"Non Consumable",10
"FDI50",8.42,"2",0.030816999,"4",230.8352,"OUT013",1987,"1","3","2",3435.528,"Food",30
"FDW56",7.68,"1",0.0711891,"7",193.3162,"OUT018",2009,"2","3","3",5772.486,"Food",8
"FDS32",17.75,"2",0.029821648,"7",139.9838,"OUT017",2007,"3","2","2",1123.8704,"Food",10
"FDT48",4.92,"1",0.046142232,"1",199.1084,"OUT018",2009,"2","3","3",4761.8016,"Food",8
"FDU57",8.27,"2",0.089735804,"14",148.7708,"OUT045",2002,"3","2","2",2708.4744,"Food",15
"FDL51",20.7,"2",0.04745185,"5",214.6876,"OUT013",1987,"1","3","2",3001.4264,"Food",30
"FDO52",11.6,"2",0.077150004,"6",170.2106,"OUT035",2004,"3","2","2",1882.2166,"Food",13
"FDS57",15.5,"1",0.181114059,"14",141.647,"OUT019",1985,"3","1","1",429.441,"Food",32
"FDR22",19.35,"2",0.018562604,"14",110.5544,"OUT046",1997,"3","1","2",1565.9616,"Food",20
"FDB57",20.25,"2",0.018789455,"7",222.0772,"OUT013",1987,"1","3","2",3113.2808,"Food",30
"FDA04",11.3,"2",0.066674465,"6",259.1962,"OUT013",1987,"1","3","2",5179.924,"Food",30
"FDM09",11.15,"2",0.143831787,"14",169.979,"OUT010",1998,"1","3","1",169.779,"Food",19
"NCQ38",16.35,"1",0.023402893,"12",108.228,"OUT019",1985,"3","1","1",213.056,"Non Consumable",32
"FDP52",18.7,"2",0.070979698,"6",229.501,"OUT018",2009,"2","3","3",1607.907,"Food",8
"DRK11",8.21,"1",0.018847114,"8",148.0392,"OUT019",1985,"3","1","1",447.4176,"Drinks",32
"FDN40",5.88,"1",0.086945823,"6",152.9998,"OUT017",2007,"3","2","2",3691.1952,"Food",10
"FDV58",20.85,"1",0.121438886,"14",196.1452,"OUT049",1999,"2","1","2",1565.9616,"Food",18
"DRA59",8.27,"2",0.0646622415558602,"15",183.2924,"OUT017",2007,"3","2","2",2406.2012,"Drinks",10
"FDE23",17.6,"2",0.053288857,"16",47.306,"OUT045",2002,"3","2","2",605.878,"Food",15
"FDI08",18.2,"2",0.066431507,"7",250.1092,"OUT045",2002,"3","2","2",4233.1564,"Food",15
"FDE09",8.775,"1",0.037824735,"7",109.7228,"OUT019",1985,"3","1","1",331.5684,"Food",32
"FDG09",20.6,"2",0.047936284,"7",185.7556,"OUT046",1997,"3","1","2",3942.8676,"Food",20
"FDS57",15.5,"1",0.103356186,"14",142.847,"OUT013",1987,"1","3","2",1574.617,"Food",30
"FDW15",15.35,"2",0.055067732,"11",146.5734,"OUT013",1987,"1","3","2",2375.5744,"Food",30
"FDH56",9.8,"2",0.063916425,"7",117.1492,"OUT049",1999,"2","1","2",2780.3808,"Food",18
"FDM36",11.65,"2",0.059063036,"1",172.0422,"OUT017",2007,"3","2","2",1379.5376,"Food",10
"NCQ38",16.35,"1",0.013442036,"12",104.528,"OUT017",2007,"3","2","2",1065.28,"Non Consumable",10
"DRE48",8.43,"1",0.01724183,"15",197.0768,"OUT027",1985,"2","3","4",8868.456,"Drinks",32
"FDP33",18.7,"1",0.089777214,"14",256.4672,"OUT017",2007,"3","2","2",5369.0112,"Food",10
"FDI33",16.5,"1",0.028418817,"14",92.8146,"OUT046",1997,"3","1","2",2097.9358,"Food",20
"FDO16",5.48,"1",0.015108194,"6",83.725,"OUT046",1997,"3","1","2",1165.15,"Food",20
"FDW34",9.6,"1",0.035780385,"14",241.317,"OUT017",2007,"3","2","2",3645.255,"Food",10
"FDM22",14,"2",0.073462632,"14",52.364,"OUT019",1985,"3","1","1",53.264,"Food",32
"NCO07",9.06,"1",0.009816092,"12",211.856,"OUT018",2009,"2","3","3",3621.952,"Non Consumable",8
"FDC44",15.6,"1",0.172946916,"7",114.1518,"OUT045",2002,"3","2","2",1821.6288,"Food",15
"DRB48",16.75,"2",0.024892129,"15",37.8822,"OUT049",1999,"2","1","2",589.233,"Drinks",18
"NCV29",11.8,"1",0.022824491,"9",177.0686,"OUT013",1987,"1","3","2",3022.0662,"Non Consumable",30
"FDE28",9.5,"2",0.064299088571134,"6",231.3668,"OUT013",1987,"1","3","2",5759.17,"Food",30
"FDP49",9,"2",0.069229076,"3",55.9614,"OUT045",2002,"3","2","2",386.8298,"Food",15
"FDX59",10.195,"1",0.051766042,"2",34.5558,"OUT045",2002,"3","2","2",441.4254,"Food",15
"FDN60",15.1,"1",0.095140088,"1",159.9604,"OUT035",2004,"3","2","2",2852.2872,"Food",13
"DRC36",13,"2",0.044976367,"15",176.2054,"OUT035",2004,"3","2","2",1225.7378,"Drinks",13
"FDE02",8.71,"1",0.212293753,"4",92.2778,"OUT019",1985,"3","1","1",469.389,"Food",32
"NCU29",7.685,"1",0.025354072,"9",144.476,"OUT027",1985,"2","3","4",3661.9,"Non Consumable",32
"NCQ17",10.3,"1",0.195721125,"9",156.463,"OUT010",1998,"1","3","1",312.926,"Non Consumable",19
"DRD12",6.96,"1",0.077508015,"15",92.3146,"OUT018",2009,"2","3","3",1094.5752,"Drinks",8
"FDV45",16.75,"1",0.045009952,"14",186.8556,"OUT013",1987,"1","3","2",2440.8228,"Food",30
"FDZ02",6.905,"2",0.037962696,"5",97.5726,"OUT027",1985,"2","3","4",978.726,"Food",32
"FDW26",11.8,"2",0.187443314,"5",220.4772,"OUT019",1985,"3","1","1",444.7544,"Food",32
"FDN40",5.88,"1",0.086384841,"6",153.2998,"OUT013",1987,"1","3","2",2153.1972,"Food",30
"FDR19",13.5,"2",0.158947217,"7",145.5102,"OUT027",1985,"2","3","4",5978.2182,"Food",32
"FDD50",18.85,"1",0.141615436,"4",169.0132,"OUT035",2004,"3","2","2",1860.2452,"Food",13
"NCD18",16,"1",0.0642464577651515,"10",228.8668,"OUT046",1997,"3","1","2",1612.5676,"Non Consumable",20
"FDA34",11.5,"1",0.01484819,"16",172.108,"OUT013",1987,"1","3","2",2077.296,"Food",30
"FDR33",7.31,"1",0.026843265,"14",109.757,"OUT045",2002,"3","2","2",1208.427,"Food",15
"FDD39",16.7,"1",0.070154899,"5",218.185,"OUT046",1997,"3","1","2",5193.24,"Food",20
"FDR13",9.895,"2",0.028765486,"4",115.3492,"OUT049",1999,"2","1","2",1274.3412,"Food",18
"FDA39",6.32,"1",0.012656359,"11",37.8822,"OUT027",1985,"2","3","4",1021.3372,"Food",32
"FDN01",8.895,"1",0.0642464577651515,"3",178.437,"OUT046",1997,"3","1","2",1235.059,"Food",20
"FDU04",7.93,"1",0.005547386,"6",121.5414,"OUT035",2004,"3","2","2",1340.2554,"Food",13
"FDV10",7.645,"2",0.0648003527697595,"14",41.7112,"OUT045",2002,"3","2","2",852.224,"Food",15
"NCB30",14.6,"1",0.02575512,"10",199.6084,"OUT045",2002,"3","2","2",3769.7596,"Non Consumable",15
"FDB38",19.5,"2",0.027214272,"4",159.692,"OUT027",1985,"2","3","4",3515.424,"Food",32
"FDB22",8.02,"1",0.111666665,"14",155.2998,"OUT045",2002,"3","2","2",1230.3984,"Food",15
"NCS30",5.945,"1",0.093026207,"10",128.7652,"OUT046",1997,"3","1","2",516.6608,"Non Consumable",20
"FDK14",6.98,"1",0.041189152,"4",82.8934,"OUT045",2002,"3","2","2",818.934,"Food",15
"DRJ35",10.1,"1",0.046584552,"8",61.2878,"OUT046",1997,"3","1","2",1272.3438,"Drinks",20
"FDX19",19.1,"1",0.097280981,"7",232.6958,"OUT017",2007,"3","2","2",5375.0034,"Food",10
"FDX60",14.35,"1",0.080922439,"1",80.096,"OUT018",2009,"2","3","3",1278.336,"Food",8
"FDS01",11.6,"1",0.017780986,"4",177.3686,"OUT045",2002,"3","2","2",1777.686,"Food",15
"NCT41",15.7,"1",0.055979703,"9",151.9024,"OUT035",2004,"3","2","2",1062.6168,"Non Consumable",13
"DRE27",11.85,"1",0.132645493,"5",96.9726,"OUT035",2004,"3","2","2",1174.4712,"Drinks",13
"FDY45",17.5,"1",0.026182758,"14",253.6356,"OUT049",1999,"2","1","2",5086.712,"Food",18
"FDB56",8.75,"2",0.0643032613957621,"7",188.2556,"OUT027",1985,"2","3","4",4693.89,"Food",32
"FDS36",8.38,"2",0.04688734,"1",107.957,"OUT046",1997,"3","1","2",2966.139,"Food",20
"FDF59",12.5,"1",0.071354774,"16",125.702,"OUT049",1999,"2","1","2",2530.04,"Food",18
"FDD11",12.85,"1",0.0646641146824417,"16",254.704,"OUT035",2004,"3","2","2",2530.04,"Food",13
"FDY40",15.5,"2",0.086320509,"6",48.1692,"OUT017",2007,"3","2","2",985.384,"Food",10
"FDA13",15.85,"1",0.137539574,"4",38.8506,"OUT019",1985,"3","1","1",37.9506,"Food",32
"NCX42",6.36,"1",0.010467749,"10",162.9526,"OUT019",1985,"3","1","1",822.263,"Non Consumable",32
"FDJ46",11.1,"1",0.044814962,"14",174.4054,"OUT035",2004,"3","2","2",4027.4242,"Food",13
"FDH05",14.35,"2",0.090913642,"6",231.2984,"OUT046",1997,"3","1","2",3243.7776,"Food",20
"NCP50",17.35,"1",0.020559846,"12",78.7618,"OUT046",1997,"3","1","2",1288.9888,"Non Consumable",20
"FDF28",15.7,"2",0.037681359,"6",125.1046,"OUT027",1985,"2","3","4",3859.6426,"Food",32
"FDN60",15.1,"1",0.095545715,"1",157.3604,"OUT018",2009,"2","3","3",4436.8912,"Food",8
"FDD29",12.15,"1",0.018395194,"6",251.6698,"OUT013",1987,"1","3","2",6088.0752,"Food",30
"FDG58",10.695,"2",0.087272074,"14",153.7972,"OUT017",2007,"3","2","2",2025.3636,"Food",10
"FDV15",10.3,"1",0.145464606,"11",105.7648,"OUT027",1985,"2","3","4",2596.62,"Food",32
"FDV04",7.825,"2",0.149890395,"6",159.0288,"OUT013",1987,"1","3","2",1257.0304,"Food",30
"DRJ23",18.35,"1",0.041634206,"8",188.1872,"OUT013",1987,"1","3","2",3781.744,"Drinks",30
"FDA11",7.75,"1",0.043029436,"1",94.7436,"OUT027",1985,"2","3","4",1701.7848,"Food",32
"FDX16",17.85,"1",0.06594351,"6",149.105,"OUT045",2002,"3","2","2",4643.955,"Food",15
"NCA41",16.75,"1",0.032637373,"9",191.6162,"OUT049",1999,"2","1","2",3463.4916,"Non Consumable",18
"FDP36",10.395,"2",0.091096531,"1",52.3008,"OUT013",1987,"1","3","2",2226.4352,"Food",30
"FDK16",9.065,"1",0.115307979,"6",97.0094,"OUT035",2004,"3","2","2",856.8846,"Food",13
"FDD34",7.945,"1",0.015873285,"14",161.321,"OUT035",2004,"3","2","2",2773.057,"Food",13
"FDI56",7.325,"1",0.156307983,"7",92.2146,"OUT010",1998,"1","3","1",91.2146,"Food",19
"NCO18",13.15,"1",0.024790707,"10",177.5686,"OUT017",2007,"3","2","2",3910.9092,"Non Consumable",10
"FDB46",10.5,"2",0.093746136,"14",211.9244,"OUT035",2004,"3","2","2",4869.6612,"Food",13
"FDN38",6.615,"2",0.092158377,"4",251.1408,"OUT045",2002,"3","2","2",3254.4304,"Food",15
"FDW47",15,"1",0.046469277,"2",123.8414,"OUT045",2002,"3","2","2",1340.2554,"Food",15
"FDQ08",15.7,"2",0.033144603,"7",62.7536,"OUT019",1985,"3","1","1",61.2536,"Food",32
"FDR44",6.11,"2",0.102901425,"7",128.4968,"OUT035",2004,"3","2","2",1435.4648,"Food",13
"DRH23",14.65,"1",0.170663661,"8",56.4614,"OUT045",2002,"3","2","2",1436.7964,"Drinks",15
"FDX01",10.1,"1",0.024213342,"4",116.715,"OUT045",2002,"3","2","2",1281.665,"Food",15
"FDB05",5.155,"1",0.08279545,"6",245.8776,"OUT027",1985,"2","3","4",4705.8744,"Food",32
"FDR08",18.7,"1",0.037622954,"7",110.7886,"OUT046",1997,"3","1","2",1334.2632,"Food",20
"FDZ36",6.035,"2",0.066155883,"1",184.424,"OUT017",2007,"3","2","2",4660.6,"Food",10
"FDI05",8.35,"2",0.126869718,"6",74.4354,"OUT046",1997,"3","1","2",1128.531,"Food",20
"FDF24",15.5,"2",0.025409912,"1",83.2934,"OUT049",1999,"2","1","2",1883.5482,"Food",18
"FDZ48",17.75,"1",0.076389281,"1",111.1544,"OUT017",2007,"3","2","2",1118.544,"Food",10
"DRL37",15.5,"1",0.053113721,"15",44.377,"OUT027",1985,"2","3","4",1211.756,"Drinks",32
"FDM10",18.25,"1",0.07595723,"14",214.1218,"OUT035",2004,"3","2","2",1282.3308,"Food",13
"FDP11",15.85,"1",0.120986139,"2",216.1166,"OUT019",1985,"3","1","1",435.4332,"Food",32
"FDQ04",6.4,"1",0.084885375,"6",39.2796,"OUT049",1999,"2","1","2",701.7532,"Food",18
"FDR49",8.71,"1",0.139795569,"4",47.2376,"OUT018",2009,"2","3","3",910.8144,"Food",8
"FDD35",12.15,"1",0.02573918,"16",120.744,"OUT027",1985,"2","3","4",3954.852,"Food",32
"FDH41",9,"1",0.143591586,"6",213.5534,"OUT019",1985,"3","1","1",430.1068,"Food",32
"FDO34",17.7,"1",0.029999653,"14",169.7816,"OUT045",2002,"3","2","2",2013.3792,"Food",15
"FDL45",15.6,"1",0.037901015,"14",124.1704,"OUT017",2007,"3","2","2",1877.556,"Food",10
"NCC19",6.57,"1",0.096799953,"10",192.382,"OUT013",1987,"1","3","2",4247.804,"Non Consumable",30
"FDY10",17.6,"1",0.048830264,"14",113.1176,"OUT027",1985,"2","3","4",2404.8696,"Food",32
"NCV29",11.8,"1",0.022879017,"9",176.0686,"OUT049",1999,"2","1","2",533.3058,"Non Consumable",18
"FDC22",6.89,"2",0.136314863,"14",195.082,"OUT013",1987,"1","3","2",2703.148,"Food",30
"NCP42",8.51,"1",0.016143389,"10",194.2478,"OUT045",2002,"3","2","2",2324.9736,"Non Consumable",15
"NCX17",21.25,"1",0.114246019,"9",231.23,"OUT017",2007,"3","2","2",3029.39,"Non Consumable",10
"NCO26",7.235,"1",0.076975118,"10",116.6492,"OUT049",1999,"2","1","2",2664.5316,"Non Consumable",18
"FDU45",15.6,"2",0.06216667,"14",112.3518,"OUT019",1985,"3","1","1",683.1108,"Food",32
"FDR34",17,"2",0.01599013,"14",228.8352,"OUT049",1999,"2","1","2",4351.6688,"Food",18
"FDV35",19.5,"1",0.128728258,"2",155.3314,"OUT018",2009,"2","3","3",3412.8908,"Food",8
"FDS55",7.02,"1",0.080771137,"7",146.4734,"OUT027",1985,"2","3","4",4157.2552,"Food",32
"FDS28",8.18,"2",0.082568705,"6",56.1588,"OUT045",2002,"3","2","2",458.0704,"Food",15
"FDK15",10.8,"1",0.098395216,"11",100.8042,"OUT035",2004,"3","2","2",1488.063,"Food",13
"NCP17",19.35,"1",0.027714371,"9",65.6168,"OUT046",1997,"3","1","2",830.9184,"Non Consumable",20
"NCE42",21.1,"1",0.0642573974698545,"10",233.2958,"OUT018",2009,"2","3","3",2103.2622,"Non Consumable",8
"FDA14",16.1,"1",0.06528457,"5",145.076,"OUT049",1999,"2","1","2",1904.188,"Food",18
"FDF57",14.5,"2",0.102999154,"7",169.9448,"OUT019",1985,"3","1","1",170.4448,"Food",32
"NCV54",11.1,"1",0.057969482,"10",119.3124,"OUT019",1985,"3","1","1",474.0496,"Non Consumable",32
"FDR10",17.6,"1",0.016804724,"14",163.4552,"OUT010",1998,"1","3","1",649.8208,"Food",19
"FDT58",9,"1",0.086440911,"14",167.0816,"OUT017",2007,"3","2","2",1342.2528,"Food",10
"FDC34",16,"2",0.302478871,"14",155.4972,"OUT019",1985,"3","1","1",311.5944,"Food",32
"FDU44",12.15,"2",0.058663727,"7",164.1552,"OUT018",2009,"2","3","3",3249.104,"Food",8
"FDY08",9.395,"2",0.286344848,"7",139.1838,"OUT010",1998,"1","3","1",280.9676,"Food",19
"FDK20",12.6,"2",0.072762086,"7",120.9072,"OUT019",1985,"3","1","1",122.5072,"Food",32
"FDV50",14.3,"1",0.123264522,"5",123.273,"OUT017",2007,"3","2","2",1108.557,"Food",10
"FDO25",6.3,"1",0.127647181,"4",207.927,"OUT049",1999,"2","1","2",2097.27,"Food",18
"FDR14",11.65,"1",0.173206192,"5",53.3298,"OUT027",1985,"2","3","4",1078.596,"Food",32
"FDP27",8.155,"1",0.119937231,"11",189.153,"OUT018",2009,"2","3","3",2087.283,"Food",8
"FDB27",7.575,"1",0.055379648,"5",198.1768,"OUT035",2004,"3","2","2",5321.0736,"Food",13
"FDW26",11.8,"2",0.107223632,"5",223.5772,"OUT049",1999,"2","1","2",2668.5264,"Food",18
"NCQ50",18.75,"1",0.0646641146824417,"10",213.3218,"OUT035",2004,"3","2","2",3419.5488,"Non Consumable",13
"NCL55",12.15,"1",0.06464846,"12",253.404,"OUT035",2004,"3","2","2",4807.076,"Non Consumable",13
"FDG28",9.285,"2",0.049280292,"6",245.6144,"OUT046",1997,"3","1","2",3920.2304,"Food",20
"FDO31",6.76,"2",0.028842332,"7",81.496,"OUT027",1985,"2","3","4",1997.4,"Food",32
"FDP27",8.155,"1",0.118872194,"11",188.353,"OUT027",1985,"2","3","4",5313.084,"Food",32
"FDR01",5.405,"2",0.053924587,"4",198.2742,"OUT017",2007,"3","2","2",4379.6324,"Food",10
"FDI08",18.2,"2",0.066297055,"7",247.1092,"OUT046",1997,"3","1","2",2241.0828,"Food",20
"DRE03",19.6,"1",0.024264569,"5",46.5718,"OUT049",1999,"2","1","2",1607.2412,"Drinks",18
"FDV26",20.25,"2",0.076470697,"5",196.1794,"OUT018",2009,"2","3","3",2731.1116,"Food",8
"DRM49",6.11,"2",0.151827552,"15",43.0086,"OUT013",1987,"1","3","2",490.6946,"Drinks",30
"FDI15",13.8,"1",0.141325834,"5",265.0884,"OUT035",2004,"3","2","2",8479.6288,"Food",13
"FDM15",11.8,"2",0.057538034,"11",149.8366,"OUT045",2002,"3","2","2",1662.5026,"Food",15
"FDH47",13.5,"2",0.128791854,"16",95.4068,"OUT035",2004,"3","2","2",1944.136,"Food",13
"NCT54",8.695,"1",0.119436131,"10",94.7094,"OUT013",1987,"1","3","2",1047.3034,"Non Consumable",30
"DRN11",7.85,"1",0.163310805,"8",143.5444,"OUT045",2002,"3","2","2",3628.61,"Drinks",15
"FDU10",10.1,"2",0.045878153,"14",38.5848,"OUT018",2009,"2","3","3",484.7024,"Food",8
"FDU50",5.75,"2",0.075322658,"5",116.3176,"OUT045",2002,"3","2","2",2519.3872,"Food",15
"FDS26",20.35,"1",0.149753132,"5",259.7594,"OUT010",1998,"1","3","1",784.9782,"Food",19
"FDC14",14.5,"2",0.0642573974698545,"4",41.0454,"OUT018",2009,"2","3","3",545.2902,"Food",8
